context,conversation_turn,score
"Facet: Risktaking; Definition: Risktaking refers to the willingness to engage in behaviors that have uncertain outcomes, where potential gains are accompanied by potential losses or negative consequences.; Rubric: 1: Averse | 2: Cautious | 3: Balanced | 4: Adventurous | 5: Daring","I usually stick to the safest option, even if it means missing out on bigger opportunities.",1
"Facet: Adventure-Seeking Behavior; Definition: Adventure-seeking behavior is characterized by a strong inclination to engage in novel, exciting, and often challenging or risky experiences, driven by a desire for exploration, stimulation, and the pursuit of new sensations.; Rubric: 1: Averse | 2: Cautious | 3: Open | 4: Eager | 5: Thrill-seeker","Trying a new restaurant sounds okay, but I'll definitely check the menu online first and probably stick to a dish I know.",2
"Facet: Adventure-Seeking Behavior; Definition: Adventure-seeking behavior is characterized by a strong inclination to engage in novel, exciting, and often challenging or risky experiences, driven by a desire for exploration, stimulation, and the pursuit of new sensations.; Rubric: 1: Averse | 2: Cautious | 3: Open | 4: Eager | 5: Thrill-seeker","I'm open to trying a new activity like kayaking, as long as it's a guided tour and the weather is good.",3
"Facet: Adventure-Seeking Behavior; Definition: Adventure-seeking behavior is characterized by a strong inclination to engage in novel, exciting, and often challenging or risky experiences, driven by a desire for exploration, stimulation, and the pursuit of new sensations.; Rubric: 1: Averse | 2: Cautious | 3: Open | 4: Eager | 5: Thrill-seeker",I've been researching a backpacking trip through Southeast Asia for months; I can't wait to explore new cultures and landscapes.,4
"Facet: Adventure-Seeking Behavior; Definition: Adventure-seeking behavior is characterized by a strong inclination to engage in novel, exciting, and often challenging or risky experiences, driven by a desire for exploration, stimulation, and the pursuit of new sensations.; Rubric: 1: Averse | 2: Cautious | 3: Open | 4: Eager | 5: Thrill-seeker","After skydiving last year, I'm already looking into learning how to paraglide or maybe even try a multi-day mountaineering expedition.",5
"Facet: Compassion Fatigue; Definition: Compassion fatigue is a state of emotional, physical, and spiritual exhaustion and dysfunction, resulting from prolonged exposure to stress and trauma experienced by others. It is characterized by a gradual lessening of compassion, empathy, and a sense of personal accomplishment, often leading to cynicism, irritability, and withdrawal.; Rubric: 1: Resilient | 2: Mild Strain | 3: Fluctuating | 4: Significant Drain | 5: Exhausted","Even after a particularly tough day, I still feel genuinely connected to my clients and ready to offer support.",1
"Facet: Compassion Fatigue; Definition: Compassion fatigue is a state of emotional, physical, and spiritual exhaustion and dysfunction, resulting from prolonged exposure to stress and trauma experienced by others. It is characterized by a gradual lessening of compassion, empathy, and a sense of personal accomplishment, often leading to cynicism, irritability, and withdrawal.; Rubric: 1: Resilient | 2: Mild Strain | 3: Fluctuating | 4: Significant Drain | 5: Exhausted","I've noticed I'm a bit more tired than usual after emotionally demanding cases, but I generally recover quickly.",2
"Facet: Compassion Fatigue; Definition: Compassion fatigue is a state of emotional, physical, and spiritual exhaustion and dysfunction, resulting from prolonged exposure to stress and trauma experienced by others. It is characterized by a gradual lessening of compassion, empathy, and a sense of personal accomplishment, often leading to cynicism, irritability, and withdrawal.; Rubric: 1: Resilient | 2: Mild Strain | 3: Fluctuating | 4: Significant Drain | 5: Exhausted","Some days I feel really engaged and empathetic, but other days I just feel emotionally flat and struggle to connect.",3
"Facet: Compassion Fatigue; Definition: Compassion fatigue is a state of emotional, physical, and spiritual exhaustion and dysfunction, resulting from prolonged exposure to stress and trauma experienced by others. It is characterized by a gradual lessening of compassion, empathy, and a sense of personal accomplishment, often leading to cynicism, irritability, and withdrawal.; Rubric: 1: Resilient | 2: Mild Strain | 3: Fluctuating | 4: Significant Drain | 5: Exhausted","Lately, I've been feeling so drained and irritable that it's becoming really hard to empathize with the people I'm supposed to be helping.",4
"Facet: Compassion Fatigue; Definition: Compassion fatigue is a state of emotional, physical, and spiritual exhaustion and dysfunction, resulting from prolonged exposure to stress and trauma experienced by others. It is characterized by a gradual lessening of compassion, empathy, and a sense of personal accomplishment, often leading to cynicism, irritability, and withdrawal.; Rubric: 1: Resilient | 2: Mild Strain | 3: Fluctuating | 4: Significant Drain | 5: Exhausted","I'm completely burned out; I just don't have anything left to give, and the suffering of others barely registers with me anymore.",5
"Facet: Moroseness; Definition: Moroseness is a behavioral facet characterized by a pervasive gloominess, sullenness, and an ill-tempered disposition, often accompanied by unfriendliness, irritability, and a general disinclination for pleasant interaction.; Rubric: 1: Cheerful | 2: Content | 3: Neutral | 4: Sullen | 5: Bitter","Even after a tough day, she always finds something positive to say and keeps everyone's spirits up.",1
"Facet: Moroseness; Definition: Moroseness is a behavioral facet characterized by a pervasive gloominess, sullenness, and an ill-tempered disposition, often accompanied by unfriendliness, irritability, and a general disinclination for pleasant interaction.; Rubric: 1: Cheerful | 2: Content | 3: Neutral | 4: Sullen | 5: Bitter","He's generally pretty even-keeled and easy to be around, rarely getting upset about minor inconveniences.",2
"Facet: Moroseness; Definition: Moroseness is a behavioral facet characterized by a pervasive gloominess, sullenness, and an ill-tempered disposition, often accompanied by unfriendliness, irritability, and a general disinclination for pleasant interaction.; Rubric: 1: Cheerful | 2: Content | 3: Neutral | 4: Sullen | 5: Bitter","She's not exactly bubbly, but she's usually fine, though she can get a bit quiet and grumpy if things don't go exactly her way.",3
"Facet: Moroseness; Definition: Moroseness is a behavioral facet characterized by a pervasive gloominess, sullenness, and an ill-tempered disposition, often accompanied by unfriendliness, irritability, and a general disinclination for pleasant interaction.; Rubric: 1: Cheerful | 2: Content | 3: Neutral | 4: Sullen | 5: Bitter","Lately, he's just been so withdrawn and snappy; it feels like walking on eggshells around him whenever you try to talk.",4
"Facet: Moroseness; Definition: Moroseness is a behavioral facet characterized by a pervasive gloominess, sullenness, and an ill-tempered disposition, often accompanied by unfriendliness, irritability, and a general disinclination for pleasant interaction.; Rubric: 1: Cheerful | 2: Content | 3: Neutral | 4: Sullen | 5: Bitter","It doesn't matter what good news you share, she always finds a way to complain or respond with outright negativity and resentment.",5
